ISO3,Country,Year,Green_Issuance_USD_B,Is_Region
LAC,Latin America & Caribbean (excluding high income),2020,9.017930013360456,TRUE
LAC,Latin America & Caribbean (excluding high income),2021,10.084750068257565,TRUE
LAC,Latin America & Caribbean (excluding high income),2022,5.134830035338382,TRUE
LAC,Latin America & Caribbean (excluding high income),2023,9.638299988138897,TRUE
LAC,Latin America & Caribbean (excluding high income),2024,12.147105973388534,TRUE
LAO,Lao PDR,2012,0,FALSE
LAO,Lao PDR,2013,0,FALSE
LAO,Lao PDR,2014,0,FALSE
LAO,Lao PDR,2015,0,FALSE
LAO,Lao PDR,2016,0,FALSE
LAO,Lao PDR,2017,0,FALSE
LAO,Lao PDR,2018,0,FALSE
LAO,Lao PDR,2019,0,FALSE
LAO,Lao PDR,2020,0,FALSE
LAO,Lao PDR,2021,0,FALSE
LAO,Lao PDR,2022,0,FALSE
LAO,Lao PDR,2023,0.0963999992236495,FALSE
LAO,Lao PDR,2024,0,FALSE
LBN,Lebanon,2012,0,FALSE
LBN,Lebanon,2013,0,FALSE
LBN,Lebanon,2014,0,FALSE
LBN,Lebanon,2015,0,FALSE
LBN,Lebanon,2016,0,FALSE
LBN,Lebanon,2017,0,FALSE
LBN,Lebanon,2018,0.05999999865889549,FALSE
LBN,Lebanon,2019,0,FALSE
LBN,Lebanon,2020,0,FALSE
LBN,Lebanon,2021,0,FALSE
LBN,Lebanon,2022,0,FALSE
LBN,Lebanon,2023,0,FALSE
LBN,Lebanon,2024,0,FALSE
LKA,Sri Lanka,2012,0,FALSE
LKA,Sri Lanka,2013,0,FALSE
LKA,Sri Lanka,2014,0,FALSE
LKA,Sri Lanka,2015,0,FALSE
LKA,Sri Lanka,2016,0,FALSE
LKA,Sri Lanka,2017,0,FALSE
LKA,Sri Lanka,2018,0,FALSE
LKA,Sri Lanka,2019,0,FALSE
LKA,Sri Lanka,2020,0,FALSE
LKA,Sri Lanka,2021,0,FALSE
LKA,Sri Lanka,2022,0,FALSE
LKA,Sri Lanka,2023,0,FALSE
LKA,Sri Lanka,2024,0.00827000010758638,FALSE
LTU,Lithuania,2012,0,FALSE
LTU,Lithuania,2013,0,FALSE
LTU,Lithuania,2014,0,FALSE
LTU,Lithuania,2015,0,FALSE
LTU,Lithuania,2016,0,FALSE
LTU,Lithuania,2017,0.34226998686790466,FALSE
LTU,Lithuania,2018,0.3762399852275848,FALSE
LTU,Lithuania,2019,0.02229999937117099,FALSE
LTU,Lithuania,2020,0.05334999971091747,FALSE
LTU,Lithuania,2021,0.02817999944090843,FALSE
LTU,Lithuania,2022,0.01568999979645013,FALSE
LTU,Lithuania,2023,0.01410000026226043,FALSE
LTU,Lithuania,2024,0,FALSE
LVA,Latvia,2012,0,FALSE
LVA,Latvia,2013,0,FALSE
LVA,Latvia,2014,0,FALSE
LVA,Latvia,2015,0.08493000268936157,FALSE
LVA,Latvia,2016,0.0284499991685152,FALSE
LVA,Latvia,2017,0.02369000017642975,FALSE
LVA,Latvia,2018,0,FALSE
LVA,Latvia,2019,0,FALSE
LVA,Latvia,2020,0,FALSE
LVA,Latvia,2021,0.17733999714255333,FALSE
LVA,Latvia,2022,0.10510999709367752,FALSE
LVA,Latvia,2023,0.05310000106692314,FALSE
LVA,Latvia,2024,0,FALSE
MAR,Morocco,2012,0,FALSE
MAR,Morocco,2013,0,FALSE
MAR,Morocco,2014,0,FALSE
MAR,Morocco,2015,0,FALSE
MAR,Morocco,2016,0.16696999594569206,FALSE
MAR,Morocco,2017,0.15087999403476715,FALSE
MAR,Morocco,2018,0.03798000141978264,FALSE
MAR,Morocco,2019,0,FALSE
MAR,Morocco,2020,0,FALSE
MAR,Morocco,2021,0,FALSE
MAR,Morocco,2022,0.09328000247478484,FALSE
MAR,Morocco,2023,0,FALSE
MAR,Morocco,2024,0,FALSE
MEX,Mexico,2012,0,FALSE
MEX,Mexico,2013,0,FALSE
MEX,Mexico,2014,0,FALSE
MEX,Mexico,2015,0.5,FALSE
MEX,Mexico,2016,0.15667999908328056,FALSE
MEX,Mexico,2017,0,FALSE
MEX,Mexico,2018,0.7458499781787395,FALSE
MEX,Mexico,2019,0.12897999584674835,FALSE
MEX,Mexico,2020,1.2647899873554709,FALSE
MEX,Mexico,2021,0.8030600119382143,FALSE
MEX,Mexico,2022,0,FALSE
MEX,Mexico,2023,1.6488999892026186,FALSE
MEX,Mexico,2024,1.3546900358051062,FALSE
MKD,North Macedonia,2012,0,FALSE
MKD,North Macedonia,2013,0,FALSE
MKD,North Macedonia,2014,0,FALSE
MKD,North Macedonia,2015,0,FALSE
MKD,North Macedonia,2016,0,FALSE
MKD,North Macedonia,2017,0,FALSE
MKD,North Macedonia,2018,0,FALSE
MKD,North Macedonia,2019,0,FALSE
MKD,North Macedonia,2020,0,FALSE
MKD,North Macedonia,2021,0,FALSE
MKD,North Macedonia,2022,0,FALSE
MKD,North Macedonia,2023,0.01020000036805868,FALSE
MKD,North Macedonia,2024,0,FALSE
MLT,Malta,2012,0,FALSE
MLT,Malta,2013,0,FALSE
MLT,Malta,2014,0,FALSE
MLT,Malta,2015,0,FALSE
MLT,Malta,2016,0,FALSE
MLT,Malta,2017,0,FALSE
MLT,Malta,2018,0,FALSE
MLT,Malta,2019,0,FALSE
MLT,Malta,2020,0,FALSE
MLT,Malta,2021,0,FALSE
MLT,Malta,2022,0,FALSE
MLT,Malta,2023,0.02700000070035457,FALSE
MLT,Malta,2024,0,FALSE
MNA,Middle East & North Africa (excluding high income),2012,0,TRUE
MNA,Middle East & North Africa (excluding high income),2013,0,TRUE
MNA,Middle East & North Africa (excluding high income),2014,0,TRUE
MNA,Middle East & North Africa (excluding high income),2015,0,TRUE
MNA,Middle East & North Africa (excluding high income),2016,0.16696999594569206,TRUE
MNA,Middle East & North Africa (excluding high income),2017,0.7378800064325333,TRUE
MNA,Middle East & North Africa (excluding high income),2018,0.09798000007867812,TRUE
MNA,Middle East & North Africa (excluding high income),2019,1.270000047981739,TRUE
MNA,Middle East & North Africa (excluding high income),2020,2.14676995575428,TRUE
MNA,Middle East & North Africa (excluding high income),2021,0.7006100155413151,TRUE
MNA,Middle East & North Africa (excluding high income),2022,7.230029985308647,TRUE
MNA,Middle East & North Africa (excluding high income),2023,15.453900028020144,TRUE
MNA,Middle East & North Africa (excluding high income),2024,5.050000049173832,TRUE
MNG,Mongolia,2012,0,FALSE
MNG,Mongolia,2013,0,FALSE
MNG,Mongolia,2014,0,FALSE
MNG,Mongolia,2015,0,FALSE
MNG,Mongolia,2016,0,FALSE
MNG,Mongolia,2017,0,FALSE
MNG,Mongolia,2018,0,FALSE
MNG,Mongolia,2019,0,FALSE
MNG,Mongolia,2020,0,FALSE
MNG,Mongolia,2021,0,FALSE
MNG,Mongolia,2022,0,FALSE
MNG,Mongolia,2023,0.05999999865889549,FALSE
MNG,Mongolia,2024,0.03999999910593033,FALSE
MYS,Malaysia,2012,0,FALSE
MYS,Malaysia,2013,0,FALSE
MYS,Malaysia,2014,0,FALSE
MYS,Malaysia,2015,0,FALSE
MYS,Malaysia,2016,0,FALSE
MYS,Malaysia,2017,0.7554499953985214,FALSE
MYS,Malaysia,2018,0.22319000214338303,FALSE
MYS,Malaysia,2019,0.4268100019544363,FALSE
MYS,Malaysia,2020,0.12340000050608067,FALSE
MYS,Malaysia,2021,0.30807000398635864,FALSE
MYS,Malaysia,2022,0.25152999721467495,FALSE
MYS,Malaysia,2023,0.6525999997829786,FALSE
MYS,Malaysia,2024,0.2197099981131032,FALSE
NAM,Namibia,2012,0,FALSE
NAM,Namibia,2013,0,FALSE
NAM,Namibia,2014,0,FALSE
NAM,Namibia,2015,0,FALSE
NAM,Namibia,2016,0,FALSE
NAM,Namibia,2017,0,FALSE
NAM,Namibia,2018,0.00480999983847141,FALSE
NAM,Namibia,2019,0,FALSE
NAM,Namibia,2020,0,FALSE
NAM,Namibia,2021,0,FALSE
NAM,Namibia,2022,0.03169000009074807,FALSE
NAM,Namibia,2023,0,FALSE
NAM,Namibia,2024,0,FALSE
NGA,Nigeria,2012,0,FALSE
NGA,Nigeria,2013,0,FALSE
NGA,Nigeria,2014,0,FALSE
NGA,Nigeria,2015,0,FALSE
NGA,Nigeria,2016,0,FALSE
NGA,Nigeria,2017,0.0297200009226799,FALSE
NGA,Nigeria,2018,0,FALSE
NGA,Nigeria,2019,0.10356999933719636,FALSE
NGA,Nigeria,2020,0,FALSE
NGA,Nigeria,2021,0.0221400000154972,FALSE
NGA,Nigeria,2022,0.05000000074505806,FALSE
NGA,Nigeria,2023,0,FALSE
NGA,Nigeria,2024,0.00700000021606683,FALSE
PAK,Pakistan,2012,0,FALSE
PAK,Pakistan,2013,0,FALSE
PAK,Pakistan,2014,0,FALSE
PAK,Pakistan,2015,0,FALSE
PAK,Pakistan,2016,0,FALSE
PAK,Pakistan,2017,0,FALSE
PAK,Pakistan,2018,0,FALSE
PAK,Pakistan,2019,0,FALSE
PAK,Pakistan,2020,0,FALSE
PAK,Pakistan,2021,0.5,FALSE
PAK,Pakistan,2022,0,FALSE
PAK,Pakistan,2023,0,FALSE
PAK,Pakistan,2024,0,FALSE
PAN,Panama,2012,0,FALSE
PAN,Panama,2013,0,FALSE
PAN,Panama,2014,0,FALSE
PAN,Panama,2015,0,FALSE
PAN,Panama,2016,0,FALSE
PAN,Panama,2017,0,FALSE
PAN,Panama,2018,0,FALSE
PAN,Panama,2019,0.04199999943375587,FALSE
PAN,Panama,2020,0.27265999699011445,FALSE
PAN,Panama,2021,0,FALSE
PAN,Panama,2022,0,FALSE
PAN,Panama,2023,0.13499999977648258,FALSE
PAN,Panama,2024,0.06000000052154064,FALSE
PER,Peru,2012,0,FALSE
PER,Peru,2013,0,FALSE
PER,Peru,2014,0.2039999961853027,FALSE
PER,Peru,2015,0,FALSE
PER,Peru,2016,0,FALSE
PER,Peru,2017,0,FALSE
PER,Peru,2018,0.02999999932944774,FALSE
PER,Peru,2019,1.2523000333458183,FALSE
PER,Peru,2020,0.20000000298023224,FALSE
PER,Peru,2021,0,FALSE
PER,Peru,2022,0.02999999932944774,FALSE
PER,Peru,2023,0,FALSE
PER,Peru,2024,0,FALSE
PHL,Philippines,2012,0,FALSE
PHL,Philippines,2013,0,FALSE
PHL,Philippines,2014,0,FALSE
PHL,Philippines,2015,0,FALSE
PHL,Philippines,2016,0.2257400006055832,FALSE
PHL,Philippines,2017,0.15000000596046448,FALSE
PHL,Philippines,2018,0.15000000596046448,FALSE
PHL,Philippines,2019,1.498050019145012,FALSE
PHL,Philippines,2020,0.4191700108349323,FALSE
PHL,Philippines,2021,0.5030400082468987,FALSE
PHL,Philippines,2022,0.2251600008457899,FALSE
PHL,Philippines,2023,0.3325999975204468,FALSE
PHL,Philippines,2024,0.4288599975407123,FALSE
POL,Poland,2012,0,FALSE
POL,Poland,2013,0,FALSE
POL,Poland,2014,0,FALSE
POL,Poland,2015,0,FALSE
POL,Poland,2016,0.7791000008583069,FALSE
POL,Poland,2017,0.15399999916553497,FALSE
POL,Poland,2018,1.2441999912261963,FALSE
POL,Poland,2019,2.4781799986958504,FALSE
POL,Poland,2020,0,FALSE
POL,Poland,2021,2.718880046159029,FALSE
POL,Poland,2022,0.5774100199341774,FALSE
POL,Poland,2023,2.053800005465746,FALSE
POL,Poland,2024,3.2269839318469167,FALSE
ROU,Romania,2012,0,FALSE
ROU,Romania,2013,0,FALSE
ROU,Romania,2014,0,FALSE
ROU,Romania,2015,0,FALSE
ROU,Romania,2016,0,FALSE
ROU,Romania,2017,0,FALSE
ROU,Romania,2018,0,FALSE
ROU,Romania,2019,0,FALSE
ROU,Romania,2020,1.0410999655723572,FALSE
ROU,Romania,2021,0.8844500108389184,FALSE
ROU,Romania,2022,0.8246299922466278,FALSE
ROU,Romania,2023,0.7773999758064747,FALSE
ROU,Romania,2024,2.937830036506057,FALSE
RUS,Russian Federation,2012,0,FALSE
RUS,Russian Federation,2013,0,FALSE
RUS,Russian Federation,2014,0,FALSE
RUS,Russian Federation,2015,0,FALSE
RUS,Russian Federation,2016,0,FALSE
RUS,Russian Federation,2017,0,FALSE
RUS,Russian Federation,2018,0,FALSE
RUS,Russian Federation,2019,0.5591099858283997,FALSE
RUS,Russian Federation,2020,0.3566100001335144,FALSE
RUS,Russian Federation,2021,1.631950005888939,FALSE
RUS,Russian Federation,2022,0,FALSE
RUS,Russian Federation,2023,0,FALSE
RUS,Russian Federation,2024,0,FALSE
SAU,Saudi Arabia,2012,0,FALSE
SAU,Saudi Arabia,2013,0,FALSE
SAU,Saudi Arabia,2014,0,FALSE
SAU,Saudi Arabia,2015,0,FALSE
SAU,Saudi Arabia,2016,0,FALSE
SAU,Saudi Arabia,2017,0,FALSE
SAU,Saudi Arabia,2018,0,FALSE
SAU,Saudi Arabia,2019,0,FALSE
SAU,Saudi Arabia,2020,1.2999999523162842,FALSE
SAU,Saudi Arabia,2021,0,FALSE
SAU,Saudi Arabia,2022,3.0599999986588955,FALSE
SAU,Saudi Arabia,2023,6.700000047683716,FALSE
SAU,Saudi Arabia,2024,1.25,FALSE
SRB,Serbia,2012,0,FALSE
SRB,Serbia,2013,0,FALSE
SRB,Serbia,2014,0,FALSE
SRB,Serbia,2015,0,FALSE
SRB,Serbia,2016,0,FALSE
SRB,Serbia,2017,0,FALSE
SRB,Serbia,2018,0,FALSE
SRB,Serbia,2019,0,FALSE
SRB,Serbia,2020,0,FALSE
SRB,Serbia,2021,1.1744099855422974,FALSE
SRB,Serbia,2022,0,FALSE
SRB,Serbia,2023,0,FALSE
SRB,Serbia,2024,0,FALSE
SSA,Sub-Saharan Africa (excluding high income),2012,1.13168004155159,TRUE
SSA,Sub-Saharan Africa (excluding high income),2013,0,TRUE
SSA,Sub-Saharan Africa (excluding high income),2014,0.13641999661922455,TRUE
SSA,Sub-Saharan Africa (excluding high income),2015,0,TRUE
SSA,Sub-Saharan Africa (excluding high income),2016,0,TRUE
SSA,Sub-Saharan Africa (excluding high income),2017,0.10694999992847444,TRUE
SSA,Sub-Saharan Africa (excluding high income),2018,0.11292000208050013,TRUE
SSA,Sub-Saharan Africa (excluding high income),2019,0.8693100176751614,TRUE
SSA,Sub-Saharan Africa (excluding high income),2020,0.20000000298023224,TRUE
SSA,Sub-Saharan Africa (excluding high income),2021,0.5224600043147802,TRUE
SSA,Sub-Saharan Africa (excluding high income),2022,0.6293300022371113,TRUE
SSA,Sub-Saharan Africa (excluding high income),2023,1.4223000081256032,TRUE
SSA,Sub-Saharan Africa (excluding high income),2024,0.6535289930179715,TRUE
SVK,Slovak Republic,2012,0,FALSE
SVK,Slovak Republic,2013,0,FALSE
SVK,Slovak Republic,2014,0,FALSE
SVK,Slovak Republic,2015,0,FALSE
SVK,Slovak Republic,2016,0,FALSE
SVK,Slovak Republic,2017,0,FALSE
SVK,Slovak Republic,2018,0,FALSE
SVK,Slovak Republic,2019,0,FALSE
SVK,Slovak Republic,2020,0,FALSE
SVK,Slovak Republic,2021,0.5200700014829636,FALSE
SVK,Slovak Republic,2022,0.8162099998444319,FALSE
SVK,Slovak Republic,2023,0.6358000040054321,FALSE
SVK,Slovak Republic,2024,0.41874400712549686,FALSE
SVN,Slovenia,2012,0,FALSE
SVN,Slovenia,2013,0,FALSE
SVN,Slovenia,2014,0,FALSE
SVN,Slovenia,2015,0,FALSE
SVN,Slovenia,2016,0,FALSE
SVN,Slovenia,2017,0.01470999978482723,FALSE
SVN,Slovenia,2018,0.08507999777793884,FALSE
SVN,Slovenia,2019,0,FALSE
SVN,Slovenia,2020,0,FALSE
SVN,Slovenia,2021,0,FALSE
SVN,Slovenia,2022,0,FALSE
SVN,Slovenia,2023,0.5479000210762024,FALSE
SVN,Slovenia,2024,0.05347000062465668,FALSE
SYC,Seychelles,2012,0,FALSE
SYC,Seychelles,2013,0,FALSE
SYC,Seychelles,2014,0,FALSE
SYC,Seychelles,2015,0,FALSE
SYC,Seychelles,2016,0,FALSE
SYC,Seychelles,2017,0,FALSE
SYC,Seychelles,2018,0.01499999966472387,FALSE
SYC,Seychelles,2019,0,FALSE
SYC,Seychelles,2020,0,FALSE
SYC,Seychelles,2021,0,FALSE
SYC,Seychelles,2022,0,FALSE
SYC,Seychelles,2023,0,FALSE
SYC,Seychelles,2024,0,FALSE
THA,Thailand,2012,0,FALSE
THA,Thailand,2013,0,FALSE
THA,Thailand,2014,0,FALSE
THA,Thailand,2015,0,FALSE
THA,Thailand,2016,0,FALSE
THA,Thailand,2017,0,FALSE
THA,Thailand,2018,0.21299999579787257,FALSE
THA,Thailand,2019,0.7343799993395805,FALSE
THA,Thailand,2020,0.9547999948263168,FALSE
THA,Thailand,2021,0.8757399916648865,FALSE
THA,Thailand,2022,0.8097299979999661,FALSE
THA,Thailand,2023,1.2452000062912705,FALSE
THA,Thailand,2024,0.2801900003105402,FALSE
TJK,Tajikistan,2012,0,FALSE
TJK,Tajikistan,2013,0,FALSE
TJK,Tajikistan,2014,0,FALSE
TJK,Tajikistan,2015,0,FALSE
TJK,Tajikistan,2016,0,FALSE
TJK,Tajikistan,2017,0,FALSE
TJK,Tajikistan,2018,0,FALSE
TJK,Tajikistan,2019,0,FALSE
TJK,Tajikistan,2020,0,FALSE
TJK,Tajikistan,2021,0,FALSE
TJK,Tajikistan,2022,0,FALSE
TJK,Tajikistan,2023,0,FALSE
TJK,Tajikistan,2024,0.00999999977648258,FALSE
TUR,Turkiye,2012,0,FALSE
TUR,Turkiye,2013,0,FALSE
TUR,Turkiye,2014,0,FALSE
TUR,Turkiye,2015,0,FALSE
TUR,Turkiye,2016,0,FALSE
TUR,Turkiye,2017,0,FALSE
TUR,Turkiye,2018,0,FALSE
TUR,Turkiye,2019,0.10000000149011612,FALSE
TUR,Turkiye,2020,0.10000000149011612,FALSE
TUR,Turkiye,2021,1.2447699992917478,FALSE
TUR,Turkiye,2022,0.1074799969792366,FALSE
TUR,Turkiye,2023,3.295099975541234,FALSE
TUR,Turkiye,2024,0.05000000074505806,FALSE
TZA,Tanzania,2012,0,FALSE
TZA,Tanzania,2013,0,FALSE
TZA,Tanzania,2014,0,FALSE
TZA,Tanzania,2015,0,FALSE
TZA,Tanzania,2016,0,FALSE
TZA,Tanzania,2017,0,FALSE
TZA,Tanzania,2018,0,FALSE
TZA,Tanzania,2019,0,FALSE
TZA,Tanzania,2020,0,FALSE
TZA,Tanzania,2021,0,FALSE
TZA,Tanzania,2022,0,FALSE
TZA,Tanzania,2023,0,FALSE
TZA,Tanzania,2024,0.02081100083887577,FALSE
UKR,Ukraine,2012,0,FALSE
UKR,Ukraine,2013,0,FALSE
UKR,Ukraine,2014,0,FALSE
UKR,Ukraine,2015,0,FALSE
UKR,Ukraine,2016,0,FALSE
UKR,Ukraine,2017,0,FALSE
UKR,Ukraine,2018,0,FALSE
UKR,Ukraine,2019,0.35784998536109924,FALSE
UKR,Ukraine,2020,0,FALSE
UKR,Ukraine,2021,0.824999988079071,FALSE
UKR,Ukraine,2022,0,FALSE
UKR,Ukraine,2023,0,FALSE
UKR,Ukraine,2024,0,FALSE
URY,Uruguay,2012,0,FALSE
URY,Uruguay,2013,0,FALSE
URY,Uruguay,2014,0,FALSE
URY,Uruguay,2015,0,FALSE
URY,Uruguay,2016,0,FALSE
URY,Uruguay,2017,0,FALSE
URY,Uruguay,2018,0.10840000212192535,FALSE
URY,Uruguay,2019,0,FALSE
URY,Uruguay,2020,0.2529999911785126,FALSE
URY,Uruguay,2021,0,FALSE
URY,Uruguay,2022,0,FALSE
URY,Uruguay,2023,0,FALSE
URY,Uruguay,2024,0,FALSE
UZB,Uzbekistan,2012,0,FALSE
UZB,Uzbekistan,2013,0,FALSE
UZB,Uzbekistan,2014,0,FALSE
UZB,Uzbekistan,2015,0,FALSE
UZB,Uzbekistan,2016,0,FALSE
UZB,Uzbekistan,2017,0,FALSE
UZB,Uzbekistan,2018,0,FALSE
UZB,Uzbekistan,2019,0,FALSE
UZB,Uzbekistan,2020,0,FALSE
UZB,Uzbekistan,2021,0,FALSE
UZB,Uzbekistan,2022,0,FALSE
UZB,Uzbekistan,2023,0.34769999980926514,FALSE
UZB,Uzbekistan,2024,1.107769032008946,FALSE
VNM,Viet Nam,2012,0,FALSE
VNM,Viet Nam,2013,0,FALSE
VNM,Viet Nam,2014,0,FALSE
VNM,Viet Nam,2015,0,FALSE
VNM,Viet Nam,2016,0.02701999968849122,FALSE
VNM,Viet Nam,2017,0,FALSE
VNM,Viet Nam,2018,0,FALSE
VNM,Viet Nam,2019,0,FALSE
VNM,Viet Nam,2020,0,FALSE
VNM,Viet Nam,2021,0.20000000298023224,FALSE
VNM,Viet Nam,2022,0.03847000002861023,FALSE
VNM,Viet Nam,2023,0,FALSE
VNM,Viet Nam,2024,0.03444999828934669,FALSE
ZAF,South Africa,2012,1.13168004155159,FALSE
ZAF,South Africa,2013,0,FALSE
ZAF,South Africa,2014,0.13641999661922455,FALSE
ZAF,South Africa,2015,0,FALSE
ZAF,South Africa,2016,0,FALSE
ZAF,South Africa,2017,0.07722999900579453,FALSE
ZAF,South Africa,2018,0.09311000257730484,FALSE
ZAF,South Africa,2019,0.7242400199174881,FALSE
ZAF,South Africa,2020,0.20000000298023224,FALSE
ZAF,South Africa,2021,0.46580000407993793,FALSE
ZAF,South Africa,2022,0.5476400014013052,FALSE
ZAF,South Africa,2023,0.8638000078499317,FALSE
ZAF,South Africa,2024,0.4322599936276674,FALSE
ZMB,Zambia,2012,0,FALSE
ZMB,Zambia,2013,0,FALSE
ZMB,Zambia,2014,0,FALSE
ZMB,Zambia,2015,0,FALSE
ZMB,Zambia,2016,0,FALSE
ZMB,Zambia,2017,0,FALSE
ZMB,Zambia,2018,0,FALSE
ZMB,Zambia,2019,0,FALSE
ZMB,Zambia,2020,0,FALSE
ZMB,Zambia,2021,0,FALSE
ZMB,Zambia,2022,0,FALSE
ZMB,Zambia,2023,0.05350000038743019,FALSE
ZMB,Zambia,2024,0.19345799833536148,FALSE
